,URL_ID,Name,Sector,Analyst,Title,StarRating,Date,ParseDate
16,0P0000KU35,Broadcom Inc,Technology,William Kerwin,Analyst,3,22/11/2023,24/11/2023
17,0P000000EZ,AMETEK Inc,Industrials,Brian Bernard,Sector Director,3,22/11/2023,24/11/2023
18,0P000001RL,Dover Corp,Industrials,Brian Bernard,Sector Director,4,22/11/2023,24/11/2023
19,0P000002Q2,Hubbell Inc,Industrials,Brian Bernard,Sector Director,4,22/11/2023,24/11/2023
20,0P000002SS,ITT Inc,Industrials,Brian Bernard,Sector Director,4,22/11/2023,24/11/2023
21,0P0000HX9P,John Bean Technologies Corp,Industrials,Brian Bernard,Sector Director,4,22/11/2023,24/11/2023
22,0P000003G5,ManpowerGroup Inc,Industrials,Brian Bernard,Sector Director,4,22/11/2023,24/11/2023
23,0P000004P8,Robert Half Inc,Industrials,Brian Bernard,Sector Director,4,22/11/2023,24/11/2023
24,0P000004PZ,Roper Technologies Inc,Technology,Richard Hilgert,Senior Equity Analyst,4,22/11/2023,24/11/2023
25,0P000001MG,DTE Energy Co,Utilities,Travis Miller,Strategist,4,22/11/2023,24/11/2023
26,0P00009DJR,Enel SpA,Utilities,Tancrede Fulop,Senior Equity Analyst,4,22/11/2023,24/11/2023
27,0P000003VQ,New Jersey Resources Corp,Utilities,Travis Miller,Strategist,4,22/11/2023,24/11/2023
28,0P000000BP,Ameren Corp,Utilities,Andrew Bischof,Strategist,4,22/11/2023,24/11/2023
29,0P000002OY,The Home Depot Inc,Consumer Cyclical,Jaime Katz,Senior Analyst,3,22/11/2023,24/11/2023
30,0P00007OIK,Johnson Matthey PLC,Basic Materials,Diana Radu,Equity Analyst,4,22/11/2023,24/11/2023
31,0P0001CXKA,iQIYI Inc ADR,Communication Services,Kai Wang,Senior Equity Analyst,3,22/11/2023,24/11/2023
32,0P00007OJ7,Kingfisher PLC,Consumer Cyclical,Matthew Donen,Equity Analyst,4,22/11/2023,24/11/2023
33,0P00000939,Kingfisher PLC ADR,Consumer Cyclical,Matthew Donen,Equity Analyst,5,22/11/2023,24/11/2023
34,0P0001LXGO,Baidu Inc,Communication Services,Kai Wang,Senior Equity Analyst,4,22/11/2023,24/11/2023
35,0P000000OE,Baidu Inc ADR,Communication Services,Kai Wang,Senior Equity Analyst,4,22/11/2023,24/11/2023
36,0P0001LL6L,Kuaishou Technology Ordinary Shares - Class B,Communication Services,Kai Wang,Senior Equity Analyst,4,22/11/2023,24/11/2023
37,0P000005OQ,Urban Outfitters Inc,Consumer Cyclical,David Swartz,Senior Equity Analyst,3,22/11/2023,24/11/2023
38,0P0001MNK6,China Three Gorges Renewables (Group) Co Ltd Class A,Utilities,Chokwai Lee,Senior Equity Analyst,3,22/11/2023,24/11/2023
39,0P000002TQ,Imax Corp,Communication Services,Matthew Dolgin,Equity Analyst,3,22/11/2023,24/11/2023
40,0P00009WSG,Vivendi SE,Communication Services,Matthew Dolgin,Equity Analyst,5,22/11/2023,24/11/2023
41,0P0000K6WW,Vivendi SE ADR,Communication Services,Matthew Dolgin,Equity Analyst,4,22/11/2023,24/11/2023
42,0P000003XP,Nordstrom Inc,Consumer Cyclical,David Swartz,Senior Equity Analyst,5,22/11/2023,24/11/2023
43,0P000000LM,Autodesk Inc,Technology,Julie Sharma,Equity Analyst,4,22/11/2023,24/11/2023
44,0P000002O2,HP Inc,Technology,William Kerwin,Analyst,3,22/11/2023,24/11/2023
45,0P0000031Y,Jacobs Solutions Inc,Industrials,Krzysztof Smalec,Equity Analyst,4,22/11/2023,24/11/2023
46,0P000003RE,NVIDIA Corp,Technology,Brian Colello,Sector Director,3,22/11/2023,24/11/2023
47,0P00006Y6A,Accent Group Ltd,Consumer Cyclical,Johannes Faul,Director,4,22/11/2023,24/11/2023
48,0P00007XVV,Ebos Group Ltd,Healthcare,Shane Ponraj,Analyst,2,22/11/2023,24/11/2023
49,0P0001H587,Tradeweb Markets Inc,Financial Services,Michael Miller,Equity Analyst,3,22/11/2023,24/11/2023
50,0P00014IG3,Medibank Private Ltd,Financial Services,Nathan Zaia,Senior Equity Analyst,3,22/11/2023,24/11/2023
51,0P000001KL,Cullen/Frost Bankers Inc,Financial Services,Michael Wong,Director,4,22/11/2023,24/11/2023
52,0P0001478O,Citizens Financial Group Inc,Financial Services,Michael Wong,Director,4,21/11/2023,24/11/2023
53,0P000002QK,Huntington Bancshares Inc,Financial Services,Michael Wong,Director,4,21/11/2023,24/11/2023
54,0P0000021L,Exelon Corp,Utilities,Andrew Bischof,Strategist,4,21/11/2023,24/11/2023
55,0P00005SGR,Green Thumb Industries Inc,Healthcare,Kristoffer Inton,Strategist,5,21/11/2023,24/11/2023
56,0P0000A140,HUB24 Ltd,Financial Services,Shaun Ler,Equity Analyst,2,21/11/2023,24/11/2023
57,0P0000EB9C,Central Japan Railway Co,Industrials,Adrian Atkins,Senior Equity Analyst,3,21/11/2023,24/11/2023
58,0P00005ROR,George Weston Ltd,Consumer Defensive,Dan Su,Equity Analyst,4,21/11/2023,24/11/2023
59,0P000003JU,Medtronic PLC,Healthcare,Debbie Wang,Senior Equity Analyst,5,21/11/2023,24/11/2023
60,0P000000RH,Best Buy Co Inc,Consumer Cyclical,Sean Dunlop,Equity Analyst,4,21/11/2023,24/11/2023
61,0P000003C9,Lowe's Companies Inc,Consumer Cyclical,Jaime Katz,Senior Analyst,4,21/11/2023,24/11/2023
62,0P0000035Z,Kohl's Corp,Consumer Cyclical,David Swartz,Senior Equity Analyst,5,21/11/2023,24/11/2023
63,0P000000FH,Analog Devices Inc,Technology,Brian Colello,Sector Director,4,21/11/2023,24/11/2023
64,0P0000A5FB,Sonova Holding AG,Healthcare,Alex Morozov,Regional Director,4,21/11/2023,24/11/2023
65,0P00018WAQ,Adient PLC,Consumer Cyclical,David Whiston,Strategist,5,21/11/2023,24/11/2023
66,0P00009QO3,Bayer AG,Healthcare,Damien Conover,Sector Director,5,21/11/2023,24/11/2023
67,0P000000QF,Bayer AG ADR,Healthcare,Damien Conover,Sector Director,5,21/11/2023,24/11/2023
68,0P00000232,Fair Isaac Corp,Technology,Rajiv Bhatia,Equity Analyst,2,21/11/2023,24/11/2023
69,0P000005V2,Waste Management Inc,Industrials,Brian Bernard,Sector Director,2,21/11/2023,24/11/2023
70,0P0000EBYW,Nintendo Co Ltd,Communication Services,Kazunori Ito,Director,4,21/11/2023,24/11/2023
71,0P00006WZ9,Technology One Ltd,Technology,Roy Keulen,Analyst,3,21/11/2023,24/11/2023
72,0P0001M3OU,Trip.com Group Ltd,Consumer Cyclical,Kai Wang,Senior Equity Analyst,3,21/11/2023,24/11/2023
73,0P000001KG,Trip.com Group Ltd ADR,Consumer Cyclical,Kai Wang,Senior Equity Analyst,3,21/11/2023,24/11/2023
74,0P00007XB5,Kweichow Moutai Co Ltd Class A,Consumer Defensive,Jennifer Song,Senior Equity Analyst,3,21/11/2023,24/11/2023
75,0P0001HZWV,Budweiser Brewing Co APAC Ltd,Consumer Defensive,Jacky Tsang,Equity Analyst,4,21/11/2023,24/11/2023
76,0P0001H823,Zoom Video Communications Inc,Technology,Dan Romanoff,Senior Equity Analyst,4,21/11/2023,24/11/2023
77,0P000003WE,Newmont Corp,Basic Materials,Jon Mills,Equity Analyst,4,21/11/2023,24/11/2023
78,0P0001RSSF,Newmont Corp Chess Depository Interest,Basic Materials,Jon Mills,Equity Analyst,5,21/11/2023,24/11/2023
79,0P00014HI6,Keysight Technologies Inc,Technology,William Kerwin,Analyst,4,21/11/2023,24/11/2023
80,0P00006WE0,AVITA Medical Inc,Healthcare,Shane Ponraj,Analyst,4,21/11/2023,24/11/2023
81,0P00006WV0,Reece Ltd,Industrials,Esther Holloway,Associate Equity Analyst,2,21/11/2023,24/11/2023
82,0P0000AEU9,East Japan Railway Co,Industrials,Adrian Atkins,Senior Equity Analyst,3,21/11/2023,24/11/2023
83,0P0001MG0W,Australian Clinical Labs Ltd,Healthcare,Shane Ponraj,Analyst,4,21/11/2023,24/11/2023
84,0P00006WTU,Healius Ltd,Healthcare,Shane Ponraj,Analyst,5,21/11/2023,24/11/2023
85,0P0000007E,Agilent Technologies Inc,Healthcare,Julie Utterback,Senior Equity Analyst,5,21/11/2023,24/11/2023
86,0P000004J4,Qualcomm Inc,Technology,Brian Colello,Sector Director,4,21/11/2023,24/11/2023
87,0P000003R2,NRG Energy Inc,Utilities,Travis Miller,Strategist,3,20/11/2023,24/11/2023
88,0P00018XMP,Lamb Weston Holdings Inc,Consumer Defensive,Kristoffer Inton,Strategist,2,20/11/2023,24/11/2023
89,0P0000RYIS,Corporate Travel Management Ltd,Consumer Cyclical,Brian Han,Director,4,20/11/2023,24/11/2023
90,0P000003PC,Morgan Stanley,Financial Services,Michael Wong,Director,4,20/11/2023,24/11/2023
91,0P000002H5,The Goldman Sachs Group Inc,Financial Services,Michael Wong,Director,4,20/11/2023,24/11/2023
92,0P0001KI9Q,CureVac NV Ordinary Shares,Healthcare,Rachel Elfman,Equity Analyst,4,20/11/2023,24/11/2023
93,0P0001DXNO,Xiaomi Corp Class B,Technology,Dan Baker,Senior Analyst,3,20/11/2023,24/11/2023
94,0P0000A5IB,Lonza Group Ltd,Healthcare,Rachel Elfman,Equity Analyst,5,20/11/2023,24/11/2023
95,0P000002HD,Alphabet Inc Class A,Communication Services,Ali Mogharabi,Senior Equity Analyst,4,20/11/2023,24/11/2023
96,0P00012BBI,Alphabet Inc Class C,Communication Services,Ali Mogharabi,Senior Equity Analyst,4,20/11/2023,24/11/2023
97,0P00009FL7,MercadoLibre Inc,Consumer Cyclical,Sean Dunlop,Equity Analyst,3,20/11/2023,24/11/2023
98,0P0001E08Q,Endava PLC ADR,Technology,Rob Hales,Senior Equity Analyst,3,20/11/2023,24/11/2023
99,0P00013M1E,Globant SA,Technology,Rob Hales,Senior Equity Analyst,3,20/11/2023,24/11/2023
100,0P00007NYI,Ashtead Group PLC,Industrials,Matthew Donen,Equity Analyst,2,20/11/2023,24/11/2023
101,0P0000A0L6,Alstom SA,Industrials,Loredana Muharremi,Equity Analyst,5,20/11/2023,24/11/2023
102,0P0000AEY2,Sony Group Corp,Technology,Kazunori Ito,Director,4,20/11/2023,24/11/2023
103,0P0000050Z,Sony Group Corp ADR,Technology,Kazunori Ito,Director,4,20/11/2023,24/11/2023
104,0P0000AEYI,Taiyo Yuden Co Ltd,Technology,Kazunori Ito,Director,4,20/11/2023,24/11/2023
105,0P0000AEVX,Mitsubishi Estate Co Ltd,Real Estate,Michael Makdad,Senior Equity Analyst,3,20/11/2023,24/11/2023
106,0P0000AEW9,Mitsui Fudosan Co Ltd,Real Estate,Michael Makdad,Senior Equity Analyst,3,20/11/2023,24/11/2023
107,0P0000AEYB,Sumitomo Realty & Development Co Ltd,Real Estate,Michael Makdad,Senior Equity Analyst,3,20/11/2023,24/11/2023
108,0P00009DO0,Snam SpA,Utilities,Tancrede Fulop,Senior Equity Analyst,3,20/11/2023,24/11/2023
109,0P0000ALDL,ASML Holding NV,Technology,Javier Correonero,Equity Analyst,4,20/11/2023,24/11/2023
110,0P0000002X,ASML Holding NV ADR,Technology,Javier Correonero,Equity Analyst,4,20/11/2023,24/11/2023
111,0P00006WBM,Boral Ltd,Basic Materials,Mark Taylor,Senior Equity Analyst,3,20/11/2023,24/11/2023
112,0P0000NPEP,Seven Group Holdings Ltd,Industrials,Mark Taylor,Senior Equity Analyst,3,20/11/2023,24/11/2023
113,0P00014GB6,Hua Hong Semiconductor Ltd Shs Unitary 144A/Reg S,Technology,Phelix Lee,Equity Analyst,3,20/11/2023,24/11/2023
114,0P00007O5C,Compass Group PLC,Consumer Cyclical,Michael Field,Senior Equity Analyst,4,20/11/2023,24/11/2023
115,0P0000AIFG,Compass Group PLC ADR,Consumer Cyclical,Michael Field,Senior Equity Analyst,4,20/11/2023,24/11/2023
116,0P00009S53,Lenovo Group Ltd,Technology,Kazunori Ito,Director,3,20/11/2023,24/11/2023
117,0P000005UH,Walmart Inc,Consumer Defensive,Noah Rohr,Analyst,2,20/11/2023,24/11/2023
118,0P000005K5,Tyson Foods Inc Class A,Consumer Defensive,Kristoffer Inton,Strategist,5,20/11/2023,24/11/2023
119,0P000003WW,NiSource Inc,Utilities,Travis Miller,Strategist,5,20/11/2023,24/11/2023
120,0P0000V194,Swire Properties Ltd,Real Estate,Xinfu Lee,Equity Analyst,5,20/11/2023,24/11/2023
121,0P000005DR,Tenet Healthcare Corp,Healthcare,Julie Utterback,Senior Equity Analyst,4,20/11/2023,24/11/2023
122,0P0000045R,PG&E Corp,Utilities,Travis Miller,Strategist,3,19/11/2023,24/11/2023
123,0P0001AL8P,Janus Henderson Group PLC,Financial Services,Greggory Warren,Strategist,3,17/11/2023,24/11/2023
124,0P00006WKA,Janus Henderson Group PLC DR,Financial Services,Greggory Warren,Strategist,3,17/11/2023,24/11/2023
125,0P000005YF,Williams-Sonoma Inc,Consumer Cyclical,Jaime Katz,Senior Analyst,4,17/11/2023,24/11/2023
126,0P000003AV,Bath & Body Works Inc,Consumer Cyclical,Jaime Katz,Senior Analyst,5,17/11/2023,24/11/2023
127,0P0001MKRD,ChargePoint Holdings Inc Ordinary Shares - Class A,Consumer Cyclical,Brett Castelli,Equity Analyst,4,17/11/2023,24/11/2023
128,0P0000P5MC,Amadeus IT Group SA,Consumer Cyclical,Dan Wasiolek,Senior Equity Analyst,3,17/11/2023,24/11/2023
129,0P0000EQ0A,Makita Corp,Industrials,Jason Kondo,Equity Analyst,4,17/11/2023,24/11/2023
130,0P00009WQ8,Soitec SA Share From reverse split,Technology,Javier Correonero,Equity Analyst,4,17/11/2023,24/11/2023
131,0P000001F6,Compass Minerals International Inc,Basic Materials,Seth Goldstein,Strategist,5,17/11/2023,24/11/2023
132,0P000090TU,Tate & Lyle PLC,Consumer Defensive,Diana Radu,Equity Analyst,4,17/11/2023,24/11/2023
133,0P0000D3OH,Harmonic Drive Systems Inc,Industrials,Jason Kondo,Equity Analyst,4,17/11/2023,24/11/2023
134,0P00006Y1O,Karoon Energy Ltd,Energy,Mark Taylor,Senior Equity Analyst,3,17/11/2023,24/11/2023
135,0P0001MU3B,Corporacion Acciona Energias Renovables SA,Utilities,Tancrede Fulop,Senior Equity Analyst,4,17/11/2023,24/11/2023
136,0P00009DKL,Assicurazioni Generali,Financial Services,Henry Heathfield,Equity Analyst,4,17/11/2023,24/11/2023
137,0P000003QU,NICE Ltd ADR,Technology,Rob Hales,Senior Equity Analyst,5,17/11/2023,24/11/2023
138,0P00013K81,Alibaba Group Holding Ltd ADR,Consumer Cyclical,Chelsey Tam,Senior Equity Analyst,4,17/11/2023,24/11/2023
139,0P0001ITIV,Alibaba Group Holding Ltd Ordinary Shares,Consumer Cyclical,Chelsey Tam,Senior Equity Analyst,4,17/11/2023,24/11/2023
140,0P0000022J,FMC Corp,Basic Materials,Seth Goldstein,Strategist,5,17/11/2023,24/11/2023
141,0P00016WOM,Japan Post Bank Co Ltd,Financial Services,Michael Makdad,Senior Equity Analyst,2,17/11/2023,24/11/2023
142,0P000000JG,Asbury Automotive Group Inc,Consumer Cyclical,David Whiston,Strategist,5,17/11/2023,24/11/2023
143,0P000000LJ,AutoNation Inc,Consumer Cyclical,David Whiston,Strategist,4,17/11/2023,24/11/2023
144,0P0000012P,CarMax Inc,Consumer Cyclical,David Whiston,Strategist,5,17/11/2023,24/11/2023
145,0P000002IY,Group 1 Automotive Inc,Consumer Cyclical,David Whiston,Strategist,3,17/11/2023,24/11/2023
146,0P000003BE,Lithia Motors Inc Class A,Consumer Cyclical,David Whiston,Strategist,5,17/11/2023,24/11/2023
147,0P000005MN,Penske Automotive Group Inc,Consumer Cyclical,David Whiston,Strategist,3,17/11/2023,24/11/2023
148,0P0000050L,Sonic Automotive Inc Class A,Consumer Cyclical,David Whiston,Strategist,4,17/11/2023,24/11/2023
149,0P0001K16M,Warner Music Group Corp Ordinary Shares - Class A,Communication Services,Ali Mogharabi,Senior Equity Analyst,3,17/11/2023,24/11/2023
150,0P0000Z82C,Steadfast Group Ltd,Financial Services,Nathan Zaia,Senior Equity Analyst,3,17/11/2023,24/11/2023
151,0P00006B3Q,Hanesbrands Inc,Consumer Cyclical,David Swartz,Senior Equity Analyst,5,17/11/2023,24/11/2023
152,0P000004Q0,Ross Stores Inc,Consumer Cyclical,Jaime Katz,Senior Analyst,3,17/11/2023,24/11/2023
153,0P000001HI,Copart Inc,Industrials,David Whiston,Strategist,3,17/11/2023,24/11/2023
154,0P0000BG5L,Subsea 7 SA,Energy,Katherine Olexa,Analyst,3,17/11/2023,24/11/2023
155,0P00009Y0Q,Humm Group Ltd,Financial Services,Shaun Ler,Equity Analyst,3,17/11/2023,24/11/2023
156,0P000003UF,NetEase Inc ADR,Communication Services,Ivan Su,Senior Equity Analyst,4,17/11/2023,24/11/2023
157,0P0001K417,NetEase Inc Ordinary Shares,Communication Services,Ivan Su,Senior Equity Analyst,4,17/11/2023,24/11/2023
158,0P000000H9,Applied Materials Inc,Technology,William Kerwin,Analyst,3,17/11/2023,24/11/2023
159,0P00000464,PNC Financial Services Group Inc,Financial Services,Eric Compton,Strategist,5,16/11/2023,24/11/2023
160,0P0000D35V,Sartorius AG Vorz-Inhaber-Akt ohne Stimmrecht,Healthcare,Jay Lee,Senior Equity Analyst,4,16/11/2023,24/11/2023
161,0P0000A0L8,Sartorius Stedim Biotech SA,Healthcare,Jay Lee,Senior Equity Analyst,5,16/11/2023,24/11/2023
162,0P0000ANUF,Wipro Ltd,Technology,Julie Sharma,Equity Analyst,4,16/11/2023,24/11/2023
163,0P000005Z3,Wipro Ltd ADR,Technology,Julie Sharma,Equity Analyst,4,16/11/2023,24/11/2023
164,0P0000040K,OGE Energy Corp,Utilities,Travis Miller,Strategist,4,16/11/2023,24/11/2023
165,0P00000247,Federated Hermes Inc Class B,Financial Services,Greggory Warren,Strategist,4,16/11/2023,24/11/2023
166,0P00008936,Sociedad Quimica Y Minera De Chile SA ADR,Basic Materials,Seth Goldstein,Strategist,4,16/11/2023,24/11/2023
167,0P0001KVU9,Allegro.EU SA Ordinary Shares,Consumer Cyclical,Sean Dunlop,Equity Analyst,3,16/11/2023,24/11/2023
168,0P000000YM,CMS Energy Corp,Utilities,Travis Miller,Strategist,3,16/11/2023,24/11/2023
169,0P00013O71,Catalent Inc,Healthcare,Rachel Elfman,Equity Analyst,5,16/11/2023,24/11/2023
170,0P00007P13,United Utilities Group PLC Class A,Utilities,Tancrede Fulop,Senior Equity Analyst,2,16/11/2023,24/11/2023
171,0P00000246,Macy's Inc,Consumer Cyclical,David Swartz,Senior Equity Analyst,5,16/11/2023,24/11/2023
172,0P000000HJ,Essential Utilities Inc,Utilities,Travis Miller,Strategist,4,16/11/2023,24/11/2023
173,0P0000AETJ,Asahi Group Holdings Ltd,Consumer Defensive,Jeanie Chen,Senior Equity Analyst,4,16/11/2023,24/11/2023
174,0P00005RPL,Metro Inc,Consumer Defensive,Dan Su,Equity Analyst,3,16/11/2023,24/11/2023
175,0P000005WW,Evergy Inc,Utilities,Travis Miller,Strategist,5,16/11/2023,24/11/2023
176,0P0000059E,T. Rowe Price Group Inc,Financial Services,Greggory Warren,Strategist,4,16/11/2023,24/11/2023
177,0P0000KUA9,Hyatt Hotels Corp Class A,Consumer Cyclical,Dan Wasiolek,Senior Equity Analyst,4,16/11/2023,24/11/2023
178,0P0001M618,Allfunds Group PLC,Financial Services,Niklas Kammer,Equity Analyst,4,16/11/2023,24/11/2023
179,0P00007OE5,Halma PLC,Industrials,Matthew Donen,Equity Analyst,4,16/11/2023,24/11/2023
180,0P0000YM0U,Spirax-Sarco Engineering PLC,Industrials,Matthew Donen,Equity Analyst,4,16/11/2023,24/11/2023
181,0P00006W6Q,AMP Ltd,Financial Services,Shaun Ler,Equity Analyst,4,16/11/2023,24/11/2023
182,0P00006WJ9,Graincorp Ltd Class A,Consumer Defensive,Angus Hewitt,Equity Analyst,3,16/11/2023,24/11/2023
183,0P0000A6PJ,Aegon Ltd,Financial Services,Henry Heathfield,Equity Analyst,4,16/11/2023,24/11/2023
184,0P0000006S,Aegon Ltd ADR,Financial Services,Henry Heathfield,Equity Analyst,4,16/11/2023,24/11/2023
185,0P000090RJ,Aviva PLC,Financial Services,Henry Heathfield,Equity Analyst,4,16/11/2023,24/11/2023
186,0P0000M49D,Aviva PLC ADR,Financial Services,Henry Heathfield,Equity Analyst,4,16/11/2023,24/11/2023
187,0P0000SU4X,VNET Group Inc ADR,Technology,Dan Baker,Senior Analyst,5,16/11/2023,24/11/2023
188,0P00007O1Z,Burberry Group PLC,Consumer Cyclical,Jelena Sokolova,Senior Equity Analyst,4,16/11/2023,24/11/2023
189,0P00009QS2,Siemens AG,Industrials,Matthew Donen,Equity Analyst,4,16/11/2023,24/11/2023
190,0P000004XO,Siemens AG ADR,Industrials,Matthew Donen,Equity Analyst,4,16/11/2023,24/11/2023
191,0P000132LM,JD.com Inc ADR,Consumer Cyclical,Chelsey Tam,Senior Equity Analyst,5,16/11/2023,24/11/2023
192,0P0001K5SZ,JD.com Inc Ordinary Shares - Class A,Consumer Cyclical,Chelsey Tam,Senior Equity Analyst,5,16/11/2023,24/11/2023
193,0P0001KI01,KE Holdings Inc ADR,Real Estate,Jeff Zhang,Equity Analyst,3,16/11/2023,24/11/2023
194,0P0001P0L6,KE Holdings Inc Class A,Real Estate,Jeff Zhang,Equity Analyst,3,16/11/2023,24/11/2023
195,0P0001KL0F,XPeng Inc ADR,Consumer Cyclical,Vincent Sun,Equity Analyst,3,16/11/2023,24/11/2023
196,0P0001MSDF,XPeng Inc Class A,Consumer Cyclical,Vincent Sun,Equity Analyst,3,16/11/2023,24/11/2023
197,0P0000A68H,Oversea-Chinese Banking Corp Ltd,Financial Services,Michael Makdad,Senior Equity Analyst,4,16/11/2023,24/11/2023
198,0P00009S22,Tencent Holdings Ltd,Communication Services,Ivan Su,Senior Equity Analyst,5,16/11/2023,24/11/2023
199,0P0000K3UI,Tencent Holdings Ltd ADR,Communication Services,Ivan Su,Senior Equity Analyst,5,16/11/2023,24/11/2023
200,0P0001D8PC,HUYA Inc Class A,Communication Services,Ivan Su,Senior Equity Analyst,5,16/11/2023,24/11/2023
201,0P0000WI3J,Palo Alto Networks Inc,Technology,Malik Khan,Analyst,3,16/11/2023,24/11/2023
202,0P0000019Y,Cisco Systems Inc,Technology,William Kerwin,Analyst,3,16/11/2023,24/11/2023
203,0P0000BY4O,Spark New Zealand Ltd,Communication Services,Brian Han,Director,3,16/11/2023,24/11/2023
204,0P00007Z6S,Gotion High-tech Co Ltd Class A,Industrials,Vincent Sun,Equity Analyst,2,16/11/2023,24/11/2023
205,0P0000AEW4,Mitsubishi UFJ Financial Group Inc,Financial Services,Michael Makdad,Senior Equity Analyst,3,16/11/2023,24/11/2023
206,0P000003O4,Mitsubishi UFJ Financial Group Inc ADR,Financial Services,Michael Makdad,Senior Equity Analyst,3,16/11/2023,24/11/2023
207,0P00005RPE,Loblaw Companies Ltd,Consumer Defensive,Dan Su,Equity Analyst,3,16/11/2023,24/11/2023
208,0P00006WR7,Nufarm Ltd,Basic Materials,Mark Taylor,Senior Equity Analyst,5,15/11/2023,24/11/2023
209,0P000005B5,Target Corp,Consumer Defensive,Noah Rohr,Analyst,4,15/11/2023,24/11/2023
210,0P00000607,Wynn Resorts Ltd,Consumer Cyclical,Dan Wasiolek,Senior Equity Analyst,4,15/11/2023,24/11/2023
211,0P00009WO7,Renault SA,Consumer Cyclical,Richard Hilgert,Senior Equity Analyst,5,15/11/2023,24/11/2023
212,0P00009QQE,Infineon Technologies AG,Technology,Brian Colello,Sector Director,4,15/11/2023,24/11/2023
213,0P000002VA,Infineon Technologies AG ADR,Technology,Brian Colello,Sector Director,5,15/11/2023,24/11/2023
214,0P000005A3,TJX Companies Inc,Consumer Cyclical,Jaime Katz,Senior Analyst,2,15/11/2023,24/11/2023
215,0P000000CR,American Electric Power Co Inc,Utilities,Andrew Bischof,Strategist,5,15/11/2023,24/11/2023
216,0P0000009A,AllianceBernstein Holding LP,Financial Services,Greggory Warren,Strategist,3,15/11/2023,24/11/2023
217,0P000003DO,MGM Resorts International,Consumer Cyclical,Dan Wasiolek,Senior Equity Analyst,4,15/11/2023,24/11/2023
218,0P0000048G,Parker Hannifin Corp,Industrials,Spencer Liberman,Equity Analyst,3,15/11/2023,24/11/2023
219,0P00007OGF,Imperial Brands PLC,Consumer Defensive,Philip Gorham,Director,5,15/11/2023,24/11/2023
220,0P000002UC,Imperial Brands PLC ADR,Consumer Defensive,Philip Gorham,Director,5,15/11/2023,24/11/2023
221,0P00009DKB,Leonardo SpA Az nom Post raggruppamento,Industrials,Loredana Muharremi,Equity Analyst,4,15/11/2023,24/11/2023
222,0P00007ODZ,Experian PLC,Industrials,Rajiv Bhatia,Equity Analyst,4,15/11/2023,24/11/2023
223,0P0000C7XM,Experian PLC ADR,Industrials,Rajiv Bhatia,Equity Analyst,4,15/11/2023,24/11/2023
224,0P00009QNO,Allianz SE,Financial Services,Henry Heathfield,Equity Analyst,4,15/11/2023,24/11/2023
225,0P0001J1RF,Allianz SE ADR,Financial Services,Henry Heathfield,Equity Analyst,4,15/11/2023,24/11/2023
226,0P0000A5KG,GN Store Nord A/S,Healthcare,Alex Morozov,Regional Director,5,15/11/2023,24/11/2023
227,0P000000FB,Invesco Ltd,Financial Services,Greggory Warren,Strategist,4,15/11/2023,24/11/2023
228,0P0000AEY9,Sumitomo Mitsui Financial Group Inc,Financial Services,Michael Makdad,Senior Equity Analyst,3,15/11/2023,24/11/2023
229,0P0001F6GW,Tencent Music Entertainment Group ADR,Communication Services,Ivan Su,Senior Equity Analyst,4,15/11/2023,24/11/2023
